,ProtocolNum,ProductName,FullTitle,ProtocolPhase,ProtocolStatus,TA,PlannedEnrollment,ActualEnrollment,ActualScreened,ActualRescreened,ActualScreenFailure,ActualRandomizedDosed,ActualEarlyTerminated,PercEnrollmentCompleted,PlannedSites,ActiveSites,LegacyCompany,CRO,PlannedPrimaryStudy_CompletionDate,ActualPrimaryStudy_CompletionDate,SynopsisActualDate,Protocol_ActualDate,FirstSiteActivated_ActualDate,FSS_ActualDate,FSI_ActualDate,FSFV_ActualDate,LSI_ActualDate,LSI_AvgTx_ActualDate,LSO_ActualDate,LSO_2_ActualDate,LSO_3_ActualDate,LSO_4_ActualDate,LSO_Final_ActualDate,DBL_ActualDate,DBL_2_ActualDate,DBL_3_ActualDate,DBL_4_ActualDate,DBL_Final_ActualDate,CloseOut,numValsLSO,numValsDBL,PrimaryStudy_to_Synopsis,Synopsis_to_Protocol,Protocol_to_FirstSiteActivated,FirstSiteActivated_to_FSS,FSS_to_FSI,FSI_to_FSFV,FSFV_to_LSI,LSI_to_LSIAvgTxL,LSI_to_LSO
1859,PAR-C10-008,Natpara (parathyroid hormone),"A Long-term Open-label Study Investigating the Safety and Tolerability of NPSP558, a Recombinant Human Parathyroid Hormone (rhPTH[1-84]), for the Treatment of Adults with Hypoparathyroidism – A Clinical Extension Study (RACE)",III,Completed,RGH,40,53,0,0,0,0,13,132.50%,12,0,"(NPS) National Pharmaceutical Services, Inc",Medpace,0,7/2/2019,2010-11-22,2010-12-30,,2011-03-30,2011-04-06,,2012-01-30,,2018-01-30,,,,,2018-07-03,,,,,154,5,5,-3144,38,,,7,,,,2192
1882,ROPP-2008-01,TAK-607 (mecasermin rinfabate),"Determination of the rhIGF-I/rhIGFBP-3 Dose, Administered as a Continuous Infusion, Required to Establish and Maintain Longitudinal Serum IGF-I Levels within Physiological Levels in Premature Infants, to prevent Retinopathy of Prematurity A Phase II, Randomized Controlled, Assessor-blind, Dose-Confirming, Pharmacokinetic, Safety and Efficacy, Multicenter Study.",II,Completed,RGH,120,121,0,0,0,121,28,100.83%,25,0,0,PPD,0,,2014-06-08,2014-08-27,,2015-03-19,2015-03-26,,2015-12-31,,2016-04-27,,,,,2016-06-08,,,,,42,5,5,,80,,,7,,,,118
1887,SHP465-112,Mydayis (Mixed Amphetamine Salts),"A Phase 1, open-label study of the pharmacokinetics of d- and l-amphetamine after  multiple doses of SHP465 6.25 mg, 12.5 mg, and 25 mg administered to children aged 4 through 5 years with Attention-Deficit Hyperactivity Disorder (ADHD)",I,Completed,NS,0,24,0,0,0,0,2,0,10,0,0,PPD,15-Feb-19,1/31/2019,,2017-09-21,,,2018-03-13,,2018-09-07,,2018-10-05,,,,,2018-11-16,,,,,42,5,5,,,,,,,,,28
1891,SHP465-308,Mydayis (Mixed Amphetamine Salts),"A Phase 3, Open-label, Multicenter, 12-Month Safety and Tolerability Study of SHP465 in Children Aged 4 to 12 Years Diagnosed with Attention-deficit/Hyperactivity Disorder",III,Study Terminated,NS,0,282,0,0,0,0,172,0,45,0,0,Endpoint,2-Feb-19,5/22/2019,,2017-09-11,,,2018-01-22,,2018-05-09,,2019-01-18,,,,,2019-02-15,,,,,28,5,5,,,,,,,,,254
1892,SHP465-309,Mydayis (Mixed Amphetamine Salts),"A Phase 3, Randomized, Double-blind, Multicenter, Placebo-controlled,  Efficacy, and Safety Study of SHP465 in Children Aged 6-12 Years with Attention-Deficit Hyperactivity Disorder (ADHD)",III,Completed,NS,0,89,0,0,0,0,6,0,45,0,0,PPD,12-Dec-18,12/14/2018,,2017-09-07,,,2017-12-26,,2018-05-02,,2018-06-08,,,,,2018-08-21,,,,,74,5,5,,,,,,,,,37
1925,SHP615-301,Buccolam (Midazolam),"A Multi-center, Open-label, Single-dose, Phase 3 Study of SHP615 Buccally Administered to Pediatric Subjects (aged 3 months to =18 years) with Status Epilepticus (Convulsive)",III,Completed,NS,25,23,0,0,57,0,0,92.00%,25,0,ViroPharma,IQVIA,18-Feb-20,1/9/2020,2016-08-25,2017-01-23,,2017-10-23,2017-11-24,,2019-07-25,,2019-08-02,,,,,2019-09-19,,,,,48,5,5,-1232,151,,,32,,,,8
1926,SHP615-302,Buccolam (Midazolam),"An Open-label, Single-dose, Phase 3 Study of SHP615 Buccally Administered to Pediatric Subjects (aged 6 months to =18 years) with Status Epilepticus (Convulsive) in Community Setting: Extension to Study SHP615-301 in the hospital or emergency room",III,Completed,NS,6,3,0,0,9,1,0,50.00%,25,0,ViroPharma,IQVIA,0,,2016-09-02,2017-03-10,,2018-05-24,2018-05-25,,2020-01-10,,2019-08-31,2019-11-22,,,2020-01-17,2019-09-19,2019-12-20,,,2020-10-30,19,5,5,,189,,,1,,,,-132
1935,SHP616-300,CINRYZE,"A Ph3, rand, db, pcb controlled, 2-period, partial x-over study to evaluate the safety and efficacy of sc admin of 2000U of C1 esterase inhibitor [human] liquid for injection for the prevention of angioedema attacks in adolescents and adults w HAE",III,Completed,NonCore,0,75,0,0,0,0,17,0,40,0,0,PPD,0,,2014-09-08,2015-05-28,,2015-12-17,2016-01-08,,2016-12-05,,2017-07-24,,,,,2017-08-23,,,,,30,5,5,,262,,,22,,,,231
1957,SHP620-303,maribavir (TAK-620),"A Phase 3, Multicenter, Randomized, Open-label, Active-controlled Study to Assess the Efficacy and Safety of SHP620 Compared to Standard of Care for the Treatment of Cytomegalovirus (CMV) Infections that are Resistant or Refractory to Treatment with Ganciclovir, Valganciclovir, Foscarnet, or Cidofovir in Transplant Recipients",III,Reported,RGH,351,349,428,4,79,352,74,99.43%,100,4,0,PPD,0,,2015-12-15,2016-04-28,,2016-12-22,2016-12-29,,2020-03-26,,2020-08-17,,,,,2020-11-13,,,,,88,5,5,,135,,,7,,,,144
1960,SHP621-101,budesonide (TAK-721),"A Phase 1, Open-label, Randomized, Two-Sequence, Five-Period, Crossover Study Comparing the Pharmacoinetics of Four Budesonde Oral Suspension Formulations (BOS) and Entocort EC in Healthy Adults",I,Completed,GI,22,0,0,0,0,0,0,0.00%,1,0,0,0,0,,2017-03-13,2017-05-22,,2017-11-08,2017-11-08,,2017-11-08,,2017-11-26,,,,,2018-01-22,,,,,57,5,5,,70,,,0,,,,18
1961,SHP621-102,budesonide (TAK-721),An Open-Label Taste Assessment of Oral Viscous Budesonide in Healthy Patients,I,Completed,GI,16,7,7,0,0,7,0,43.75%,1,0,0,0,0,,2017-09-11,2017-10-25,,2017-12-22,2017-12-22,,2017-12-22,,2017-12-29,,,,,2018-03-08,,,,,69,5,5,,44,,,0,,,,7
1962,SHP621-301,budesonide (TAK-721),"Oral Budesonide Suspension (OBS) in Adolescents and Adult subjects with Eosinophilic Esophagitis: DB, Placebo-Controlled, RW",III,Completed,GI,0,323,0,0,0,0,26,0,60,0,0,PPD,19-Apr-19,7/31/2019,2015-07-27,2015-08-31,,2015-11-10,2015-12-07,,2018-10-08,,2019-02-15,,,,,2019-03-15,,,,,28,5,5,-1465,35,,,27,,,,130
1963,SHP621-302,budesonide (TAK-721),"Oral Budesonide Suspension (OBS) in Adolescents and Adult subjects with Eosinophilic Esophagitis: DB, Maintenance",III,Completed,GI,200,219,231,0,12,219,45,109.50%,60,0,0,Endpoint,0,,2015-11-12,2015-12-03,,2016-04-01,2016-04-29,,2019-02-15,,2019-11-12,,,,,2019-12-12,,,,,30,5,5,,21,,,28,,,,270
1996,SHP633-301,Gattex (teduglutide),"An Open-label, 24-Week Safety and Pharmacodynamic Study of Teduglutide in Infant Subjects Aged 4 Months up to 12 Months, with Short Bowel Syndrome who are Dependent on Parenteral Support",III,Completed,GI,10,10,13,0,3,10,3,100.00%,8,0,0,IQVIA,0,,2015-06-04,2017-10-10,,2018-09-18,2018-09-18,,2020-03-02,,2020-09-18,,,,,2020-10-14,,,,,26,5,5,,859,,,0,,,,200
1997,SHP633-302,Gattex (teduglutide),"A 24-week Safety, Efficacy, Pharmacodynamic, and Pharmacokinetic Study of Teduglutide in Japanese Pediatric Subjects, Aged 4 Months through 15 Years, with Short Bowel Syndrome who are Dependent on Parenteral Support",III,Completed,GI,10,10,0,0,0,0,0,100.00%,6,0,0,IQVIA,0,,2015-04-07,2015-12-18,,2017-01-13,2017-02-01,,2019-07-03,,2020-01-21,,,,,2020-03-04,,,,,43,5,5,,255,,,19,,,,202
1998,SHP633-303,Gattex (teduglutide),"A retrospective and prospective, open label, long-term safety and efficacy study of teduglutide in pediatric patients with short bowel syndrome who participated in TED-C13-003",III,Completed,GI,39,29,0,0,0,0,9,74.36%,12,0,0,IQVIA,0,,2015-12-08,2016-05-11,,2016-11-30,2016-12-09,,2017-08-08,,2020-07-14,,,,,2020-10-09,,,,,87,5,5,,155,,,9,,,,1071
1999,SHP633-304,Gattex (teduglutide),"A prospective, open label, long-term safety and efficacy study of teduglutide in pediatric patients with short bowel syndrome who completed TED-C14-006",III,Completed,GI,57,61,0,0,0,0,9,107.02%,28,0,0,TBD,0,,2015-12-08,2016-04-08,,2017-01-09,2017-01-09,,2020-07-15,,2020-11-05,,,,,2021-01-25,,,,,81,5,5,,122,,,0,,,,113
2001,SHP633-306,Gattex (teduglutide),"A 24-Week Safety, Efficacy, Pharmacokinetic Study of Teduglutide in Japanese Subjects with Short Bowel Syndrome who are Dependent on Parenteral Support",III,Completed,GI,5,7,0,0,3,0,0,140.00%,5,0,0,IQVIA,0,,2017-09-21,2018-01-23,,2018-05-28,2018-07-31,,2019-02-25,,2019-08-06,,,,,2019-09-13,,,,,38,5,5,,124,,,64,,,,162
2004,SHP634-101,Natpara (parathyroid hormone),"An Open-Label, Randomized, Crossover Study to Assess the Pharmacokinetic and Pharmacodynamic Profiles of QD versus BID Dose Regimens of recombinant parathyroid hormone (rhPTH(1-84)) Administered Subcutaneously to Subjects with Hypoparathyroidism",I,Completed,RGH,34,34,0,0,0,0,1,100.00%,30,0,0,PPD,0,,2015-10-19,2015-11-24,,2017-02-15,2017-03-11,,2019-02-28,,2019-03-08,,,,,2020-02-17,,,,,346,5,5,,36,,,24,,,,8
2005,SHP634-102,Natpara (parathyroid hormone),"A Phase 1, Open-label Study to Evaluate the Pharmacokinetics, Safety, and Tolerability of a Single Dose of rhPTH(1-84) Administered Subcutaneiously in Japanese and Matched Caucasian Healthy Adult Subjects",I,Completed,RGH,24,24,44,0,0,24,0,100.00%,1,0,0,Parexel,0,6/26/2017,2016-06-27,2017-02-07,,2017-04-19,2017-05-16,,2017-05-22,,2017-06-26,,,,,2017-08-22,,,,,57,5,5,-364,225,,,27,,,,35
2006,SHP634-103,Natpara (parathyroid hormone),"A Randomized, Open-label, Single-dose, Two-treatment, Two-period Crossover Study to Determine the Bioequivalence of recombinant human Parathyroid Hormone (rhPTH[1-84]) Administered Subcutaneiously with the Haselmeier and Scandinavian Health Ltd (SHL) Injection Pens in Healthy Volunteers",I,Completed,RGH,58,58,0,0,0,58,0,100.00%,1,0,0,"Clinical Pharmacology of Miami, INC",0,11/10/2017,2017-07-12,2017-08-03,,2017-10-03,2017-10-17,,2017-10-30,,2017-11-03,,,,,2018-03-09,,,,,126,5,5,-121,22,,,14,,,,4
2013,SHP634-402,Natpara (parathyroid hormone),EXTENDED USE OF rhPTH(1-84) [NATPARA] IN HYPOPARATHYROIDISM: A PHASE 4 TRIAL,IV,Reported,RGH,50,36,0,0,0,0,36,72.00%,1,0,0,PPD,0,,2016-04-18,2016-05-27,,2016-10-26,2016-12-09,,2017-06-30,,2019-12-20,,,,,2020-12-04,,,,,350,5,5,,39,,,44,,,,903
2018,SHP639-101,TAK-639,"A Randomized, Double-masked, Placebo-controlle Phase I Study to Assess the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Signle Daily and Multiple Daily Ascending Doses of SHP639 Topical Ophthalmic Solution in Subjects with Ocular Hypertension or Primary Open-angle Glaucoma (POAG)",I,Completed,NonCore,0,63,0,0,0,0,1,0,7,0,0,PPD,30-May-18,5/30/2018,2016-08-24,2016-12-20,,2017-05-18,2017-05-24,,2018-03-07,,2018-05-30,,,,,2018-11-13,,,,,167,5,5,-644,118,,,6,,,,84
2022,SHP640-303,TAK-640 (dexamethasone),"A Phase 3, Multi-center, Randomized, Double-Masked Study to Evaluate the Clinical Efficacy and Safety of SHP640 (PVP-Iodine 0.6% and Dexamethasone 0.1%) Ophthalmic Suspension Compared to Placebo in the Treatment of Bacterial Conjunctivitis",III,Completed,NonCore,721,753,1087,0,334,753,57,104.44%,203,0,0,IQVIA,20-Oct-18,10/1/2018,2016-08-01,2016-09-02,,2017-03-06,2017-03-31,,2017-12-17,,2018-10-03,,,,,2018-11-15,,,,,43,5,5,-791,32,,,25,,,,290
2026,SHP643-101,Takhzyro (Lanadelumab),Phase 1 Japanese Bridging Study,I,Completed,RGH,32,32,75,0,0,0,0,100.00%,1,0,0,PPD,0,10/23/2018,,2017-11-28,,,2018-01-31,,2018-02-07,,2018-05-30,,,,,2018-07-30,,,,,61,5,5,,,,,,,,,112
2027,SHP643-102,Takhzyro (Lanadelumab),Pharmacokinetic Comparability of Lanadelumab Using Pre-Filled Syringe or an Auto Injector in Healthy Subjects,I,Completed,RGH,190,190,0,0,0,0,17,100.00%,1,1,0,PPD,0,,,2019-02-04,,,2019-05-14,,2019-07-25,,2019-11-13,,,,,2020-01-03,,,,,51,5,5,,,,,,,,,111
2038,SHP647-301,SHP647,SHP647-301 UC Induction #1,III,Completed,GI,825,380,0,0,0,0,34,46.06%,167,15,0,PPD,0,,,2017-07-18,,2017-11-09,2018-02-09,,2020-04-22,,2020-07-22,,,,,2020-12-02,,,,,133,5,5,,,,,92,,,,91
2039,SHP647-302,SHP647,SHP647-302 UC Induction #2,III,Completed,GI,825,279,0,0,0,0,21,33.82%,168,20,0,PPD,0,,,2017-07-14,,2017-10-31,2017-12-05,,2020-04-21,,2020-07-15,,,,,2020-11-09,,,,,117,5,5,,,,,35,,,,85
2042,SHP647-305,SHP647,SHP647-305 CD Induction #1,III,Completed,GI,"1,032",30,0,0,0,0,2,2.91%,420,5,0,PPD,0,,,2017-12-21,,2018-06-25,2018-08-29,,2020-03-25,,2020-07-07,,,,,2020-11-25,,,,,141,5,5,,,,,65,,,,104
2043,SHP647-306,SHP647,SHP647-306 Induction #2,III,Completed,GI,"1,032",34,0,0,0,0,7,3.29%,420,8,0,PPD,0,,,2017-12-21,,2018-06-11,2018-07-17,,2020-04-16,,2020-08-18,,,,,2020-11-24,,,,,98,5,5,,,,,36,,,,124
2089,SHPELA-701,Elaprase (idursulfase),PV Monitoring Study of Elaprase in Mexico,IV,Completed,RGH,25,5,0,0,0,0,0,20.00%,25,3,0,IQVIA,0,,2016-11-16,2016-11-16,,2018-01-19,,2017-11-30,2019-05-10,,2020-05-11,,,,,2020-08-28,,,,,109,5,5,,0,,,,,526,,367
2500,SPD489-348,Vyvanse (Lisdexamfetamine dimesylate),"A Phase 3, Open-label, Multicenter, 12-Month Safety and Tolerability Study of SPD489 in Preschool Children Aged 4-5 Years Diagnosed with Attention-deficit/Hyperactivity Disorder",III,Completed,NS,100,115,0,0,0,0,46,115.00%,54,1,0,Bracket,0,,2014-08-25,2014-10-21,,2015-08-21,2015-08-21,,2018-12-28,,2020-01-03,,,,,2020-01-30,,,,,27,5,5,,57,,,0,,,,371
2873,TAK-620-1019,maribavir (TAK-620),"A Phase 1, Open-label, Randomized,  Crossover, Bioavailability, Dose Proportionality, and Food Effect Study Comparing the Pharmacokinetics and Palatability of Two Candidate Pediatric Powder-for-Oral-Suspension Formulations of Maribavir to the Current Maribavir Tablet Formulation Administered in Healthy Adult Subjects",I,Study Terminated,RGH,38,0,0,0,0,0,0,0,1,0,Shire,PPD,0,,2019-06-25,2019-07-24,,2019-10-18,2019-11-15,,,,2019-11-25,,,,,2020-03-03,,,,,99,5,5,,29,,,28,,,,
2874,TAK-620-1020,maribavir (TAK-620),"A Phase 1, Open-label, Randomized, Cross-over Study to Evaluate the Pharmacokinetics, Safety, and Tolerability of a Single Oral Dose of Maribavir Administered in Healthy Japanese Subjects Compared with Matched, Healthy, Non-Hispanic, Caucasian Subjects and to Assess Dose-Proportionality of 3 Doses of Maribavir in the Japanese Subjects",I,Reported,RGH,24,24,0,0,0,0,0,100.00%,1,1,0,TBD,0,,2020-02-13,2020-04-08,,2020-08-07,2020-08-20,,2020-11-06,,2020-11-11,,,,,2021-12-15,,,,,399,5,5,,55,,,13,,,,5
2905,TAK-743-1003,Takhzyro (Lanadelumab),"TAK-743-1003 Safety, tolerability and PK trial using intravenous formulation in Healthy Volunteers",I,Reported,RGH,12,12,32,0,0,0,0,100.00%,1,0,0,Celerion,0,,,2020-07-22,,2020-08-10,2020-08-17,,2020-08-27,,2020-12-16,,,,,2021-01-26,,,,,41,5,5,,,,,7,,,,111
2917,TAK-888-2001,CoVIg-19,"An International Multicenter, Adaptive, Randomized Double-Blind, Placebo-Controlled Trial of the Safety, Tolerability and Efficacy of Hyperimmune Intravenous Immunoglobulin for the Treatment of Adult Hospitalized Patients at Onset of Clinical Progression of COVID-19",III,Study Withdrawn,NonCore,500,0,0,0,0,0,0,0,30,0,0,0,0,,2020-04-15,2020-07-13,,2020-10-08,2020-10-08,,2021-02-10,,2021-03-10,,,,,2021-03-28,,,,,18,5,5,,89,,,0,,,,28
2919,TED-C13-003,Gattex (teduglutide),"A 12-Week Pharmacokinetic, Safety, and Pharmacodynamic Study of Teduglutide in Pediatric Subjects Aged 1 Year through 17 Years, with Short Bowel Syndrome who are Dependent on Parenteral Support",III,Completed,GI,42,42,0,0,0,0,0,100.00%,19,0,"(NPS) National Pharmaceutical Services, Inc",Psi,0,,2013-05-15,2013-07-03,,2013-11-14,2013-12-15,,2014-09-15,,2015-01-09,,,,,2015-02-05,,,,,27,5,5,,49,,,31,,,,116
2921,TED-C14-006,Gattex (teduglutide),"A 24-Week Double-blind, Safety, Efficacy, and Pharmacodynamic Study Investigating Two Doses of Teduglutide in Pediatric Subjects Aged 1 Year Through 17 Years With Short Bowel Syndrome who are Dependent on Parenteral Support",III,Completed,GI,34,59,71,0,12,0,0,173.53%,27,0,"(NPS) National Pharmaceutical Services, Inc",IQVIA,0,8/18/2017,2014-11-03,2015-03-12,,2016-06-02,2016-06-23,,2016-12-30,,2017-07-28,,,,,2017-10-20,,,,,84,5,5,-1019,129,,,21,,,,210
2951,DEN-001,TAK-003,Rapid Seroincidence and Syndromic Surveillance for Dengue and Norovirus in Latin America,0,Reported,NonCore,"2,000",0,0,0,0,0,0,0,4,0,0,TBD,0,,2014-04-23,2014-04-23,,2015-04-13,2015-04-13,,2016-03-31,,2016-12-31,,,,,2017-01-31,,,,,31,5,5,,0,,,0,,,,275
2952,DEN-002,TAK-003,Dengue as a cause of non-malarial febrile illness in Southwestern Uganda,0,Reported,NonCore,"1,200",0,0,0,0,0,0,0,3,0,0,TBD,0,,2017-02-28,2017-02-28,,2017-11-01,2017-11-01,,2018-07-18,,2018-07-18,,,,,2019-10-25,,,,,464,5,5,,0,,,0,,,,0
2956,DEN-101,0,"A Double-blind Randomized, Placebo-controlled, Phase I Dose Escalation Study to Investigate the Safety and Immunogenicity of a Tetravalent Chimeric Dengue Vaccine in Healthy Adult Volunteers",I,Reported,NonCore,72,0,0,0,0,0,0,0,1,0,0,DMID-CROMS Pharmacovigilance Group,0,,2009-09-01,2009-11-01,,2010-06-07,2010-06-07,,2011-07-11,,2012-04-12,,,,,2012-12-04,,,,,236,5,5,,61,,,0,,,,276
2957,DEN-102,0,"A Phase I, Randomized, Double-blind, Placebo-controlled, Dose Escalation Study to Assess the Safety and Immunogenicity of DENVax Vaccine in Healthy Adults",I,Reported,NonCore,112,0,0,0,0,0,0,0,1,0,0,IQVIA,0,,2010-02-11,2010-02-11,,2010-10-11,2010-10-11,,2010-11-10,,2011-11-09,,,,,2013-05-01,,,,,539,5,5,,0,,,0,,,,364
2959,DEN-104,0,"A Randomized, Phase 1b Study to Investigate the Safety and Immunogenicity of Various Schedules of Tetravalent Chimeric Dengue Vaccine in Healthy Adult Volunteers Between the Ages of 18 – 45 Years",I,Reported,NonCore,144,0,0,0,0,0,0,0,3,0,0,TBD,0,,2011-09-25,2011-09-25,,2012-01-23,2012-02-01,,2013-08-26,,2014-01-06,,,,,2014-03-01,,,,,54,5,5,,0,,,9,,,,133
2965,DEN-203-2,TAK-003,"A Double-Blind, Randomized, Placebo-Controlled, Age Descending and Expansion Phase 2 Study to Investigate the Safety and Immunogenicity of a Tetravalent Chimeric Dengue Vaccine in Healthy Volunteers Between the Ages of 1.5 – 45 Years",II,Reported,NonCore,360,0,0,0,0,0,0,0,8,0,0,Chiltern,0,,2011-06-16,2011-08-26,,2012-01-11,2012-01-11,,2013-04-01,,2016-04-01,,,,,2016-12-30,,,,,273,5,5,,71,,,0,,,,1096
2966,DEN-204,TAK-003,"A Phase II, double-blind, controlled trial to assess the Safety and Immunogenicity of different schedules of Takeda’s Tetravalent Dengue Vaccine Candidate (TDV) in healthy subjects aged between 2 and <18 years and living in dengue endemic countries in Asia and Latin America",II,Reported,NonCore,"1,800","1,778",0,0,2,1800,0,98.78%,3,0,0,IQVIA,0,,2014-03-13,2014-03-13,,2014-12-05,2014-12-05,,2015-02-13,,2016-09-13,,,,2019-02-18,2016-12-30,,,,2019-08-01,108,5,5,,0,,,0,,,,578
2967,DEN-205,TAK-003,"A Phase II, Double-Blind, Randomized, Controlled Trial to Assess the Safety and Immunogenicity of a Tetravalent Dengue Vaccine with two Different Serotype 2 Potencies in an Adult Population in Singapore",II,Reported,NonCore,400,351,0,0,0,0,29,87.75%,3,0,0,PPD,0,,2014-09-17,2015-01-25,,2015-06-03,2015-06-08,,2016-08-29,,2017-09-18,,,,,2018-01-11,,,,,115,5,5,,130,,,5,,,,385
2974,DEN-304,TAK-003,Lot-to-lot Consistency of 3 Lots of TDV in Non-Endemic Country(ies) for Dengue,III,Reported,NonCore,924,4,1007,0,85,0,111,0.43%,14,1,0,PPD,0,,2016-02-17,2017-07-18,,2018-02-12,2018-02-12,,2018-03-08,,2019-01-14,,,,,2019-05-22,,,,,128,5,5,,517,,,0,,,,312
2975,DEN-305,TAK-003,"A Randomized, Observer-Blind, Placebo-Controlled, Phase 3 Trial to Investigate the Immunogenicity and Safety of a Tetravalent Dengue Vaccine Candidate and a Yellow Fever
YF-17D Vaccine Administered Concomitantly and Sequentially in Healthy Subjects
Aged 18 to 60 years in Non-Endemic Country(ies)",III,Reported,NonCore,900,900,0,0,0,0,160,100.00%,11,0,0,PPD,0,,2016-02-17,2016-12-19,,2018-02-28,2018-02-28,,2018-03-27,,2019-05-13,,,,,2019-11-04,,,,,175,5,5,,306,,,0,,,,412
2977,DEN-307,TAK-003,End of shelf life,III,Recruitment Complete,NonCore,200,203,0,0,25,0,0,101.50%,0,0,0,IQVIA,0,,2018-02-15,2018-06-21,,2019-03-28,2019-03-28,,2019-05-31,,2020-03-13,,,,,2020-12-15,,,,,277,5,5,,126,,,0,,,,287
2983,DEN-313,TAK-003,"An open label, Phase 2 Study to Investigate Cell-mediated Immunity and Safety of a Tetravalent Dengue Vaccine Candidate (TDV) Administered Subcutaneously in Healthy Children Aged 4 to 16 Years",II,Recruitment Complete,NonCore,200,392,0,0,0,0,16,196.00%,2,2,0,PPD,0,,2016-07-01,2016-07-01,,2017-04-03,2017-04-03,,2017-06-02,,2020-09-29,,,,,2021-02-25,,,,,149,5,5,,0,,,0,,,,1215
2984,DEN-314,TAK-003,"A Phase III, observer-blinded, randomized trial to investigate the immunogenicity and safety of the co-administration of TDV and inactivated hepatitis A vaccine in healthy subjects aged 18 to 60 years from non-endemic areas",III,Reported,NonCore,900,899,0,0,0,0,121,99.89%,10,0,0,PPD,0,,2016-02-17,2016-08-31,,2018-05-16,2018-05-16,,2018-08-30,,2019-07-09,,,,,2019-10-02,,,,,85,5,5,,196,,,0,,,,313
2985,DEN-315,TAK-003,"A Randomized, Double-Blind, Placebo-Controlled, Phase 3 Trial to Investigate
the Immunogenicity and Safety of Subcutaneous Administration of a Tetravalent
Dengue Vaccine Candidate in Healthy Adolescent Subjects in Non-Endemic
Area(s) for Dengue",III,Reported,NonCore,400,400,0,0,0,0,9,100.00%,5,1,0,PPD,0,,2016-02-22,2016-10-28,,2017-12-14,2017-12-14,,2018-04-08,,2019-01-26,,,,,2019-05-08,,,,,102,5,5,,249,,,0,,,,293
2996,EPI-001,TAK-214,Active Surveillance for Medically-Attended Acute Gastroenteritis (MAAGE) and Norovirus Infection in a Managed Care Population,0,Reported,NonCore,"3,500",0,0,0,0,0,0,0,1,0,0,TBD,0,,2013-05-14,2013-05-14,,2014-03-15,2014-03-15,,2017-11-13,,2017-11-13,,,,,2018-01-31,,,,,79,5,5,,0,,,0,,,,0
2997,EPI-002,TAK-214,Community and hospital burden of norovirus disease in children,0,Reported,NonCore,"2,750",0,0,0,0,0,0,0,9,6,0,Assign Group,0,,2013-04-30,2013-09-26,,2014-11-24,2014-11-24,,2017-03-17,,2017-03-31,,,,,2018-08-31,,,,,518,5,5,,149,,,0,,,,14
2998,EPI-003A,TAK-214,"Norovirus acute gastroenteritis among international travelers from the United States, Switzerland and Germany (Norovirus Travel Study)",0,Completed,NonCore,"2,152",0,0,0,0,0,0,0,5,2,0,Assign Group,0,,2013-09-27,2013-09-27,,2015-03-06,2015-03-06,,2017-04-22,,2017-07-07,,,,,2019-12-13,,,,,889,5,5,,0,,,0,,,,76
3004,EPI-008,TAK-214,"Norovirus (NoV) Associated Gastroenteritis in a Pediatric Population from Cali, Colombia",0,Completed,NonCore,400,0,0,0,0,0,0,0,2,0,0,TBD,0,,2014-05-31,2014-05-31,,2015-03-12,2015-03-12,,2016-03-15,,2016-03-23,,,,,2016-06-30,,,,,99,5,5,,0,,,0,,,,8
3007,EPI-011,0,Osaka retrospective study - Community Dwelling,0,Reported,NonCore,"5,000",0,0,0,0,0,0,0,1,0,0,Mediscience Planning Inc.,0,,2015-06-30,2015-09-16,,2016-01-16,2016-01-16,,2017-03-31,,2017-03-31,,,,,2017-03-31,,,,,0,5,5,,78,,,0,,,,0
3008,EPI-012,TAK-214,Norovirus disease in Germany. A method- mix study to assess epidemiology and action processes,0,Reported,NonCore,"2,000",0,0,0,0,0,0,0,1,0,0,TBD,0,,2015-06-30,2015-06-30,,2016-11-01,2016-11-01,,2018-03-30,,2018-03-30,,,,,2018-04-30,,,,,31,5,5,,0,,,0,,,,0
3009,EPI-013,0,Burden of disease of norovirus gastroenteritis among hospitalized patients in Germany,0,Reported,NonCore,0,0,0,0,0,0,0,0,1,0,0,TBD,0,,2013-07-01,2013-07-01,,2014-02-15,2014-02-15,,2014-12-31,,2015-01-15,,,,,2015-01-31,,,,,16,5,5,,0,,,0,,,,15
3011,EPI-015,TAK-214,Early Bird Study (Immunologic and Genetic Markers of Protection to Norovirus),0,Reported,NonCore,100,0,0,0,0,0,0,0,1,0,0,TBD,0,,2013-03-01,2013-03-01,,2013-04-30,2013-04-30,,2017-05-09,,2017-05-09,,,,,2017-06-01,,,,,23,5,5,,0,,,0,,,,0
3013,EPI-017,TAK-214,Disease Burden of Norovirus in Children in Malawi,0,Reported,NonCore,"1,242",0,0,0,0,0,0,0,2,0,0,TBD,0,,2014-12-05,2015-07-23,,2015-10-31,2015-10-31,,2016-10-31,,2016-12-30,,,,,2018-04-30,,,,,486,5,5,,230,,,0,,,,60
3014,EPI-018,TAK-214,Seroprevalence of Norovirus antibodies in Chilean infants,0,Completed,NonCore,495,0,0,0,0,0,0,0,1,0,0,TBD,0,,2015-01-26,2015-01-26,,2015-05-31,2015-05-31,,2015-07-31,,2015-07-31,,,,,2016-06-30,,,,,335,5,5,,0,,,0,,,,0
