Trial Id,Protocol #,fmt_Protocol#,Legacy Protocol ID,Product Name,Full Title,Short Title,Protocol Phase ,Protocol Status,Indication,Therapeutic Area,Operational TA,Registry,Pediatric / Non-Pediatric,Study Type,Study Design: Primary Purpose (Interventional),Study Design: Time Perspective (Observational),Study Design: Study Model (Observational),Planned Enrollment,Actual Enrollment,Actual Screened,Actual Rescreened,Actual Screen Failure,Actual Randomized / Dosed,Actual Early Terminated,% Enrollment Completed,Planned Sites,Active Sites,Legacy Company,CRO,COM/CPOM,Primary Contact,Medical Monitor,COPL/POOL,Study Site Engagement,EudraCT#,Expanded Access Availability / Status,Human Subjects Protection Review Board Status,Study Imposed by EMA Flag,Device/Product Not Approved or Cleared by US FDA,Wave,Prioritization,Tier Category,Source CTMS,Planned Primary Study Completion Date,Actual Primary Study Completion Date,Synopsis Planned Date,Synopsis Actual Date,Protocol Planned Date,Protocol Actual Date,First Site Activated Planned Date,First Site Activated Actual Date,FSS Planned Date,FSS Actual Date,FSI Planned Date,FSI Actual Date,FSFV Planned Date,FSFV Actual Date,LSI Planned Date,LSI Actual Date,LSI Avg Tx  Planned Date,LSI Avg Tx Actual Date,LSO Planned Date,LSO Actual Date,LSO 2 Planned Date,LSO 2 Actual Date,LSO 3 Planned Date,LSO 3 Actual Date,LSO 4 Planned Date,LSO 4 Actual Date,LSO Final Planned Date,LSO Final Actual Date,LSLV Planned Date,LSLV Actual Date,DBL Planned Date,DBL Actual Date,DBL 2  Planned Date,DBL 2 Actual Date,DBL 3 Planned Date,DBL 3  Actual Date,DBL 4 Planned Date,DBL 4 Actual Date,DBL Final Planned Date,DBL Final Actual Date,KA/Flash Planned Date,KA/Flash Actual Date,KA 2 10601 Planned Date,KA 2 Actual Date,KA 3 Planned Date,KA 3 Actual Date,KA 4  Planned Date,KA 4 Actual Date,KA Final  Planned Date,KA Final Actual Date,Topline Planned Date,Topline Actual Date,TFL Planned Date,TFL Actual Date,TLF Planned Date,TLF Actual Date,TLF 2 Planned Date,TLF 2 Actual Date,TLF 3 Planned Date,TLF 3 Actual Date,TLF 4 Planned Date,TLF 4 Actual Date,TLF Final Planned Date,TLF Final Actual Date,CSR Planned Date,CSR Actual Date,CSR 2  Planned Date,CSR 2  Actual Date,CSR 3  Planned Date,CSR 3 Actual Date,CSR 4 Planned Date,CSR 4 Actual Date,CSR Final Planned Date,CSR Final Actual Date,OA 1 Planned Date,OA 1 Actual Date,OA 2 Planned Date,OA 2 Actual Date,OA 3 Planned Date,OA 3 Actual Date,Trial Summary Planned Date,Trial Summary Actual Date,Oversight Needs Assessment Planned Date,Oversight Needs Assessment Actual Date,CDO Quality Risk Assessment Planned Date,CDO Quality Risk Assessment Actual Date,Primary Planned Date,Primary Actual Date
1-1EV4LQ,C16021CSC,'C16021CSC,,Ninlaro,"China Continuation: A Single-Arm, Open-Label Study of Oral Ixazomib Maintenance Therapy After Initial Therapy in Patients With Newly Diagnosed Multiple Myeloma Not Treated With Stem Cell Transplantation",C16021 China Continuation,III,Recruiting,other,Oncology,Late Oncology,,Non-pediatric only (>18 yr),Interventional,Treatment,Prospective,Case-Crossover,30,19,38,,15,,4,63.33%,14,,,PPD,,"Ai Meng Tan, Jingjing Tan",,Dai Yi,,,,Approved,,,NA,Advance,,Medidata CTMS (Pharma),,,,,11/2/2016,11/2/2016,,,1/24/2019,1/24/2019,2/21/2019,2/21/2019,,,12/31/2021,,1/24/2024,,1/1/2023,,,,,,,,1/24/2024,,,,1/6/2023,,,,,,,,2/24/2024,,3/16/2023,,,,,,,,3/2/2024,,,,,,4/16/2023,,,,,,,,5/27/2024,,5/10/2023,,,,,,,,8/12/2024,,,,,,,,8/12/2024,,,,,,,
1-1FFWFN,TBD-1-1FFWFN,'TBD-1-1FFWFN,,,PPI partial responder phase 3 study place holder No 1,PPI partial responder phase 3 study place holder N,III,Planned,,,,,,,,,,288,,,,,,,,45,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1FFWFY,TBD-1-1FFWFY,'TBD-1-1FFWFY,,,PPI partial responder phase 3 study place holder No 2,PPI partial responder phase 3 study place holder,III,Planned,,,,,,,,,,288,,,,,,,,45,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1FFWG7,TBD-1-1FFWG7,'TBD-1-1FFWG7,,,PPI partial responder phase 3 long term open label phase 3 study place holder,PPI partial responder phase 3 long term open label,III,Planned,,,,,,,,,,600,,,,,,,,60,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1FQOIH,TAK-915-1501,'TAK-915-1501,,TAK-915,"Randomized, Double-blind, Placebo-controlled, Parallel, 4-Week, Early Proof of Concept Study of Single Dose Level of TAK-915 as an Add-on Pro-Cognitive Treatment to Second Generation Antipsychotics in Subjects with Stable Schizophrenia",PII POC study,I/II,Cancelled,Other,NS,,,,Other Phase 2,,,,70,0,0,,0,,0,0.00%,10,,,PPD,,,,,,,,,,,,,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1FQOKP,TBD-1-1FQOKP,'TBD-1-1FQOKP,,TAK-418,Autism POC,Autism POC,II,Cancelled,Other,NS,,,,Dose Ranging,,,,240,0,0,,0,,0,0.00%,30,,,,,,,,,,,,,,,,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1FQOKZ,TAK-418-2001,'TAK-418-2001,,TAK-418,Kabuki ePOC,Kabuki POM,II,Cancelled,Kabuki Syndrome,NS,,,,,,,,15,,,,,,,,12,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1FQOLA,TBD-1-1FQOLA,'TBD-1-1FQOLA,,TAK-418,Autism POM,Autism POM,II,Cancelled,Other,NS,,,,Other Phase 2,,,,45,0,0,,0,,0,0.00%,10,,,,,,,,,,,,,,,,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1FQOLK,TBD-1-1FQOLK,'TBD-1-1FQOLK,,TAK-418,Huntington POM,Huntington POM,II,Cancelled,Other,NS,,,,Other Phase 2,,,,60,0,0,,0,,0,0.00%,15,,,,,,,,,,,,,,,,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1FQOM9,TBD-1-1FQOM9,'TBD-1-1FQOM9,,TAK-915,TBD,DDI 1,I,Cancelled,Other,NS,,,,,,,,24,0,0,,0,,0,0.00%,1,,,,,,,,,,,,,,,,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1FQOMT,TAK-041-1002,'TAK-041-1002,,TAK-041,"A Phase, Open-Label, Randomized, Positron Emission Tomography Study in Healthy Subjects to Determine the Effect of TAK-041 on Amphetamine-Induced Dopamine Release in the CNS After Single-Dose Oral Administration",PET,I,Closed,Other,NS,,,,Other Phase 1,,,,12,12,33,,21,,2,100.00%,1,1,,IQVIA,Betty Katz,,,,,,,,,,Wave 2,De-Risk,,STARS Inactive,,,6/1/2016,6/1/2016,7/20/2016,7/20/2016,,,12/26/2016,12/26/2016,1/18/2017,1/18/2017,,,5/29/2017,5/29/2017,,,8/24/2017,8/24/2017,,,,,,,,,,,10/19/2017,10/19/2017,,,,,,,,,7/12/2017,7/12/2017,,,,,,,,,,,,,12/1/2017,12/1/2017,,,,,,,,,4/25/2018,4/25/2018,,,,,,,,,,,,,,,4/25/2018,4/25/2018,,,,,,
1-1FQON4,TBD-1-1FQON4,'TBD-1-1FQON4,,,TBD,POM,IIA,Cancelled,Other,,,,,Other Phase 2,,,,21,0,0,,0,,0,0.00%,1,,,,,,,,,,,,,,,,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1FQONC,TBD-1-1FQONC,'TBD-1-1FQONC,,TAK-915,TBD,DDI 2,I,Cancelled,Other,NS,,,,,,,,24,0,0,,0,,0,0.00%,1,,,,,,,,,,,,,,,,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1FQONM,TBD-1-1FQONM,'TBD-1-1FQONM,,TAK-915,TBD,QTC,I,Cancelled,Other,NS,,,,,,,,60,0,0,,0,,0,0.00%,1,,,,,,,,,,,,,,,,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1FQORN,TBD-1-1FQORN,'TBD-1-1FQORN,,TAK-071,ADME,ADME,I,Cancelled,00172 Alzheimer's disease,NS,,,,ADME,,,,6,0,0,,0,,0,0.00%,1,,,,,,,,,,,,,,Wave 2,De-Risk,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1FQORY,TBD-1-1FQORY,'TBD-1-1FQORY,,TAK-071,QTC,QTC,I,Cancelled,00172 Alzheimer's disease,NS,,,,QTc Interval,,,,60,0,0,,0,,0,0.00%,1,,,,,,,,,,,,,,Wave 2,De-Risk,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1FQOS7,TBD-1-1FQOS7,'TBD-1-1FQOS7,,TAK-071,DDI #1,DDI #1,I,Cancelled,00172 Alzheimer's disease,NS,,,,DI Low Complexity,,,,24,0,0,,0,,0,0.00%,1,,,,,,,,,,,,,,Wave 2,De-Risk,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1FQOSG,TBD-1-1FQOSG,'TBD-1-1FQOSG,,TAK-071,DDI #2,DDI #2,I,Cancelled,00172 Alzheimer's disease,NS,,,,DI High Complexity,,,,24,0,0,,0,,0,0.00%,1,,,,,,,,,,,,,,Wave 2,De-Risk,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1FQOU5,TBD-1-1FQOU5,'TBD-1-1FQOU5,,TAK-915,TBD,ADME,I,Cancelled,Other,NS,,,,,,,,6,0,0,,0,,0,0.00%,1,,,,,,,,,,,,,,,,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1FQOV2,TAK-390MR_106,'TAK-390MR_106,,"DEXILANT (dexlansoprazole, MR)","A Phase 1, Single-Center, Open-Label, 2-Arm Parallel Group, Single-Dose Study to Evaluate the Pharmacokinetics of Dexlansoprazole 30 mg and 60 mg Capsules in Healthy Chinese Subjects",Phase 1 China PK _106 Study,I,Closed,Other,GI,,,,China PK,,,,40,40,226,,186,,,100.00%,1,,,Hangzhou Tigermed Consulting,,,,,,,,,,,,,,STARS Inactive,,,8/5/2011,8/5/2011,11/28/2014,11/28/2014,,,11/22/2017,11/22/2017,12/7/2017,12/7/2017,,,1/25/2018,1/25/2018,,,2/8/2018,2/8/2018,,,,,,,,,,,3/23/2018,3/23/2018,,,,,,,,,12/14/2018,12/14/2018,,,,,,,,,,,,,4/27/2018,4/27/2018,,,,,,,,,12/14/2018,12/14/2018,,,,,,,,,,,,,,,1/8/2019,1/8/2019,,,,,,
1-1FQOVB,TAK-390MR_301,'TAK-390MR_301,,"DEXILANT (dexlansoprazole, MR)","A Phase 3 Study to Evaluate the Efficacy and Safety of Dexlansoprazole (60 mg QD) and an Active Comparator, Lansoprazole (30 mg QD) on Healing of Erosive Esophagitis, and Maintenance of Healing in Subjects With Healed Erosive Esophagitis With Dexlansoprazole (30 mg QD) and Placebo",EE Healing and Maintenance China 301 Study,III,Terminated,Erosive esophagitis healing,GI,,,,,,,,450,37,66,,28,,34,8.22%,25,,,Hangzhou Tigermed Consulting,,Yunlong Zheng,,,,,,,,,,,,Medidata CTMS (Pharma),,,8/5/2011,8/5/2011,11/28/2014,11/28/2014,,,12/9/2016,12/9/2016,12/30/2016,12/30/2016,,,8/23/2017,8/23/2017,,,10/30/2017,10/30/2017,,,,,,,,,,,11/30/2017,11/30/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/20/2018,12/20/2018,,,,,,,,,,,,,,,12/20/2018,12/20/2018,,,,,,
1-1FQOVK,TAK-390MR_302,'TAK-390MR_302,,"DEXILANT (dexlansoprazole, MR)",A Phase 3 Double Blind Study to Evaluate the Efficacy and Safety of Dexlansoprazole (30 mg QD) compared to Placebo on Heartburn Relief in Subjects With Symptomatic Nonerosive Gastroesophageal Reflux Disease (GERD),GERD China _302  Study,III,Closed,00013 s-GERD (NERD),GI,,,,,,,,200,217,326,,108,,12,108.50%,20,,,Hangzhou Tigermed Consulting,,,,,,,,,,,,,,STARS Inactive,,,8/5/2011,8/5/2011,11/28/2014,11/28/2014,,,12/9/2016,12/9/2016,12/31/2016,12/31/2016,,,2/12/2018,2/12/2018,,,4/10/2018,4/10/2018,,,,,,,,,,,5/11/2018,5/11/2018,,,,,,,,,6/15/2018,6/15/2018,,,,,,,,,,,,,8/31/2018,8/31/2018,,,,,,,,,12/12/2018,12/12/2018,,,,,,,,,,,,,,,12/25/2018,12/25/2018,,,,,,
1-1FY263,TBD-1-1FY263,'TBD-1-1FY263,,,Phase 3 NSCLC Japan MLN1117 Combo with Q3W Docetaxel,,III,Cancelled,Solid.Lung.NSCLC,,,,,,,,,700,0,0,,0,,0,0.00%,1,,,,,,,,,,,,,,,,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1FZFNH,TBD1-1FZFNH,'TBD1-1FZFNH,,TAK-904,Ind. 3 - Second Ph 3 Pivotal (300-400 pts) - Indication 3,TBD1-1FZFNH TAK-904,III,Planned,Multiple cancer,Oncology,,,,,,,,400,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1FZFNR,TBD-1-1FZFNR,'TBD-1-1FZFNR,,TAK-904,Ind. 2 - First Ph 3 Pivotal (300-400 pts) - Indication 2,Ind. 2 - First Ph 3,III,Planned,Multiple cancer,Oncology,,,,,,,,400,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1FZFO2,TBD-1-1FZFO2,'TBD-1-1FZFO2,,TAK-904,Ind. 1 - Second Ph 3 Pivotal (300-400 pts) - Indication 1,Ind. 1 - Second Ph 3,III,Planned,Multiple cancer,Oncology,,,,,,,,400,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1G09LJ,TBD-1-1G09LJ,'TBD-1-1G09LJ,,,Phase 2 PD-1 Umbrella study,,II,Cancelled,Solid.Other,,,,,,,,,120,0,0,,0,,0,0.00%,1,,,,,,,,,,,,,,,,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1G09LU,TBD-1-1G09LU,'TBD-1-1G09LU,,,Phase 3 PD-1 Umbrella study,,III,Cancelled,Solid.Other,,,,,,,,,400,0,0,,0,,0,0.00%,1,,,,,,,,,,,,,,,,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1GDNNZ,Alogliptin-1002,'Alogliptin-1002,,OSENI (alogliptin and pioglitazone),"A Randomized, Open-Label, Single-Dose, 4-Period Crossover Study to Determine the Bioequivalence of Alogliptin (25 mg) and Pioglitazone (15 and 30 mg) When Administered as Individual Tablets and as Fixed-Dose Combination Tablets to Healthy Russian Subjects",BA and BE of Alogliptin and Pioglitazone FDC in he,I,Closed,Other,CVM,,,,BE,,,,72,72,112,,40,,4,100.00%,1,,,Atlant,Natalie Jones,,,,,,,,,,,,,STARS Inactive,,,1/30/2017,1/30/2017,7/26/2017,7/26/2017,,,5/24/2018,5/24/2018,6/1/2018,6/1/2018,,,6/8/2018,6/8/2018,,,7/13/2018,7/13/2018,,,,,,,,,,,9/12/2018,9/12/2018,,,,,,,,,,,,,,,,,,,,,,,10/10/2018,10/10/2018,,,,,,,,,1/22/2019,1/22/2019,,,,,,,,,,,,,,,8/19/2019,,,,,,,
1-1GGK7H,TBD-1-1GGK7H,'TBD-1-1GGK7H,,,An open-label sequential single dose TAK-272 and multiple doses voriconazole drug drug interaction study single dose TAK-272 and multiple doses voriconazole drug drug interaction study open-label sequential single dose TAK-272 and multiple doses voriconazole drug drug interaction study open-label sequential single dose TAK-272 and multiple doses voriconazole drug drug interaction study,DDI TAK-272 and voriconazole,I,Cancelled,00283 Diabetic nephropathy,,,,,DI High Complexity,,,,16,0,0,,0,,0,0.00%,1,,,,,,,,,,,,,,,,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1GQ661,C25015,'C25015,,,Phase 3 FL HL (China),Phase 3 FL HL (China),III,Planned,"(HL) Hodgkin lymphoma, 1st line",,,,,,,,,350,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1H5VVF,TAK-041-1003,'TAK-041-1003,,TAK-041,FE,Bioavailability and Food Effect Study,I,Cancelled,Other,NS,,,,Other Phase 1,,,,1,0,0,,0,,0,0.00%,1,,,PRA,,,,,,,,,,,Wave 2,De-Risk,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1H5VVZ,TBD-1-1H5VVZ,'TBD-1-1H5VVZ,,,TBD,DDI,I,Cancelled,Other,,,,,,,,,12,0,0,,0,,0,0.00%,1,,,,,,,,,,,,,,,,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1HVXIV,VedolizumabSC-3030A,'VedolizumabSC-3030A,,Entyvio SC,"A Phase 3, Multi-Center, Open-Label, Randomized, Parallel Group Study in Subjects with Ulcerative Colitis or Crohn’s Disease to Assess Subjects’ Ability to Administer Vedolizumab SC via Needle-safety Device (PFS+NSD) or Autoinjector  (PFS+AI)",SC Home Use sub-study,III,Planned,Support - GI,GI,,,,,,,,80,,,,,,,,25,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1HVXP9,TCV-116CCB_302,'TCV-116CCB_302,,UNISIA (candesartan cilexetil & amlodipine),"A Phase-3 Randomized, Double-Blind, Parallel-Group Efficacy and Safety Study Evaluating the Fixed-Dose Combination of Candesartan Plus Amlodipine (8/5 mg) in Chinese Subjects with Mild/Moderate Essential Hypertension, Who do Not Achieve Target Blood Pressure Following Treatment with Amlodipine 5 mg Monotherapy",AML non-responder phase III study,III,Cancelled,00030 Hypertension,CVM,,,,Benchmark Phase 3,,,,370,0,0,,0,,0,0.00%,25,,,PPD,,,,,,,,,,,,,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1HVXPI,TCV-116CCB-1001,'TCV-116CCB-1001,,UNISIA (candesartan cilexetil & amlodipine),"A phase 1, Randomized, Open-label, Single-dose 2 way Crossover Study to Assess the Bioequivalence of TCV-116CCB Tablet and Coadministration of Candesartan Cilexetil Tablet and Amlodipine Tablets in Chinese Healthy Adult Male Subjects",Unisia BE study,I,Cancelled,00030 Hypertension,CVM,,,,BE,,,,56,0,0,,0,,0,0.00%,1,,,PPD,,,,,,,,,,,,,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1HVXQ3,VedolizumabSC-1017,'VedolizumabSC-1017,,Entyvio SC,"A Phase 1, Open-Label, Randomized, Parallel Group Pilot Study to Compare the Pharmacokinetics of Single Subcutaneous Injections of Vedolizumab Administered in Prefilled Syringe Versus Prefilled Syringe in Needle Safety Device in Healthy Subjects",Vedolizumab SC NSD BE Pilot,I,Closed,Other,GI,,,,BE,,,,24,24,47,,23,,,100.00%,1,,,Celerion,,,,,,,,,,,,,,STARS Inactive,,,,,12/17/2017,12/17/2017,,,2/6/2018,2/6/2018,2/26/2018,2/26/2018,,,2/26/2018,2/26/2018,,,8/12/2018,8/12/2018,,,,,,,,,,,9/19/2018,9/19/2018,,,,,,,,,9/28/2018,9/28/2018,,,,,,,,,,,,,10/9/2018,10/9/2018,,,,,,,,,11/8/2018,11/8/2018,,,,,,,,,,,,,,,11/8/2018,11/8/2018,,,,,,
1-1I52NH,TBD-1-1I52NH,'TBD-1-1I52NH,,TAK-659,Phase 2 Combo NHL (160 pts),Ph2 Combo NHL DLBCL,II,Cancelled,Other,Oncology,,,,,,,,160,0,0,,0,,0,0.00%,1,,,,,,,,,,,,,,,,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1I52V9,TBD-1-1I52V9,'TBD-1-1I52V9,,,Korea Phase 1 PK Study (Vedolizumab),Korea Phase 1 PK Study (Vedolizumab),I,Planned,,,,,,,,,,1,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1J88EV,TAK-041-2002,'TAK-041-2002,,TAK-041,POC in Anhedonia pts,POCC,II,Cancelled,Other,NS,,,,POC,,,,240,0,0,,0,,0,0.00%,50,,,,,,,,,,,,,,Wave 2,De-Risk,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1KXHXR,TBD-1-1KXHXR,'TBD-1-1KXHXR,,vonoprazan,DDI Study with Oral contraceptives,DDI Study with Oral contraceptives,I,Planned,ARD (PPI partial responder),GI,,,,,,,,18,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1KXHY2,Esomeprazole-1001,'Esomeprazole-1001,,vonoprazan,"A Phase 1, Randomized, Open-label, 2-way Cross-over Study to Evaluate the Bioequivalence Between a Single Oral Dose of Esomeprazole 40 mg Capsules and Esomeprazole 40 mg Tablets in Healthy Subjects",Esomeprazole Bioequavalence study,I,Closed,00002 GERD,GI,,,,,,,,52,52,110,,58,,2,100.00%,1,,,PRA,,,,,,,,,,,,,,STARS Inactive,,,9/23/2016,9/23/2016,1/31/2017,1/31/2017,,,3/27/2017,3/27/2017,4/22/2017,4/22/2017,,,5/5/2017,5/5/2017,,,5/13/2017,5/13/2017,,,,,,,,,,,6/26/2017,6/26/2017,,,,,,,,,6/26/2017,6/26/2017,,,,,,,,,,,,,8/10/2017,8/10/2017,,,,,,,,,11/21/2017,11/21/2017,,,,,,,,,,,,,,,11/21/2017,,,,,,,
1-1KYU97,TBD-1-1KYU97,'TBD-1-1KYU97,,,"A Phase 2b, Dose finding, double-blind, randomized, placebo-controlled, active reference 6 week study in patients with acutely exacerbated symptoms of schizophrenia",TAK-063 Dose finding US/EEU,II,Cancelled,00149 Schizophrenia,,,,,,,,,480,0,0,,0,,0,0.00%,48,,,,,,,,,,,,,,,,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1KYUHP,TBD-1-1KYUHP,'TBD-1-1KYUHP,,,"A Multi-centre, Double-Blind, Randomised, Placebo-Controlled Study of the Efficacy, Safety, Pharmacokinetics and Pharmacodynamics of TAK-242 in Patients with Acute Decompensation of Alcohol-Related Cirrhosis",TAK-242 POC Study in ACLF,II,Cancelled,Other,,,,,POC,,,,80,0,0,,0,,0,0.00%,10,,,,,,,,,,,,,,,,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
